danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity,number_of_artists,explicit,emotion,ambient,anime,bluegrass,blues,classical,comedy,country,dancehall,disco,edm,emo,folk,forro,funk,grunge,hardcore,house,industrial,j-pop,j-rock,jazz,metal,metalcore,opera,pop,punk,reggaeton,rock,rockabilly,ska,sleep,soul
0.352,0.94,-4.417,0.0411,0.00148,0.00901,0.0791,0.451,153.937,333040.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.672,0.669,-12.357,0.0272,0.0315,0.0,0.12,0.895,127.39,270306.0,18.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.631,0.339,-13.356,0.029,0.127,3.56e-06,0.425,0.737,90.449,217800.0,14.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.547,0.694,-12.434,0.0398,0.188,0.00114,0.369,0.91,186.242,237493.0,20.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.577,0.621,-12.231,0.0266,0.0976,1.33e-05,0.0813,0.534,106.94,291640.0,37.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.48,0.613,-10.787,0.321,0.211,0.0,0.942,0.598,107.992,394560.0,38.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.273,0.935,-7.754,0.0867,0.0147,0.00312,0.978,0.5,165.148,304240.0,22.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.623,0.674,-3.561,0.0235,0.0266,0.0,0.0855,0.474,96.012,254533.0,0.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.544,0.901,-4.412,0.0522,0.00471,0.00688,0.13,0.483,123.766,234133.0,53.0,1.0,False,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.48,0.0871,-22.005,0.0442,0.973,2.67e-06,0.148,0.205,118.036,248600.0,52.0,1.0,False,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.51,0.417,-7.583,0.0263,0.111,6.36e-05,0.116,0.145,148.01,276453.0,53.0,1.0,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.669,0.48,-8.905,0.0267,0.377,0.000138,0.109,0.346,122.081,340226.0,37.0,1.0,False,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.553,0.615,-11.644,0.0429,0.545,0.0654,0.826,0.746,106.689,298173.0,0.0,1.0,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.729,0.818,-9.992,0.0732,0.157,0.284,0.195,0.906,125.814,267000.0,64.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.351,0.947,-4.965,0.0503,0.00382,1.81e-06,0.559,0.859,153.762,240146.0,57.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.521,0.949,-5.279,0.0326,0.000265,2.62e-05,0.171,0.956,133.393,226720.0,52.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.603,0.656,-10.305,0.0286,0.128,0.167,0.532,0.903,117.025,273973.0,25.0,1.0,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.369,0.515,-9.318,0.0396,0.0218,0.0,0.0556,0.446,171.334,272426.0,47.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.5,0.615,-9.524,0.0418,0.693,4.72e-06,0.0958,0.817,116.953,212333.0,28.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.645,0.519,-11.135,0.0369,0.0423,6.26e-05,0.099,0.702,115.527,283200.0,32.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.366,0.837,-9.503,0.062,0.044,0.0806,0.0875,0.801,163.163,298200.0,33.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.488,0.721,-9.141,0.0617,0.309,0.0482,0.437,0.786,125.94,259444.0,49.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.323,0.768,-8.285,0.0487,0.738,0.00378,0.383,0.911,179.832,145613.0,15.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.604,0.513,-10.782,0.0315,0.103,0.0,0.118,0.942,114.345,183360.0,26.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.436,0.56,-9.166,0.0368,0.194,0.000443,0.104,0.903,135.264,294426.0,30.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.52,0.659,-7.464,0.0358,0.0109,0.108,0.169,0.783,114.722,290026.0,34.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.449,0.21,-13.141,0.0286,0.935,0.0123,0.123,0.39,78.951,322640.0,37.0,1.0,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.263,0.668,-11.454,0.0833,0.0207,0.00148,0.632,0.429,145.742,729053.0,31.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.527,0.328,-13.284,0.0564,0.549,0.0,0.17,0.744,95.933,207266.0,29.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.613,0.607,-8.698,0.0654,0.283,0.00228,0.1,0.316,96.894,175943.0,0.0,2.0,True,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.488,0.828,-7.769,0.0342,0.0012,0.122,0.28,0.699,89.133,285746.0,17.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.458,0.742,-6.539,0.083,0.114,0.0113,0.132,0.768,174.533,264026.0,16.0,1.0,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.396,0.729,-8.994,0.103,0.0504,0.189,0.344,0.616,185.248,301826.0,14.0,1.0,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.647,0.405,-9.401,0.0356,0.474,0.0,0.111,0.592,108.109,195000.0,10.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.594,0.726,-9.779,0.0814,0.371,0.0,0.0471,0.751,98.321,246800.0,22.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.545,0.236,-18.936,0.0312,0.732,0.878,0.104,0.273,81.007,1108571.0,24.0,1.0,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.565,0.329,-9.557,0.0522,0.705,0.0004,0.0495,0.684,186.528,281160.0,2.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.706,0.358,-12.974,0.108,0.368,0.00556,0.188,0.427,104.028,158800.0,31.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.524,0.43,-15.312,0.0535,0.567,0.177,0.124,0.931,106.512,170506.0,28.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.758,0.427,-14.473,0.0467,0.459,0.0452,0.125,0.941,110.071,172400.0,31.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.436,0.521,-13.829,0.053,0.46,0.00498,0.279,0.852,149.553,150906.0,22.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.593,0.548,-13.66,0.114,0.0771,4.39e-06,0.426,0.924,104.216,170866.0,16.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.406,0.55,-12.825,0.222,0.525,0.00026,0.259,0.663,174.969,264533.0,15.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.515,0.479,-14.852,0.0445,0.834,0.961,0.128,0.749,130.885,198253.0,15.0,1.0,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.362,0.657,-17.702,0.122,0.0426,0.00126,0.0788,0.389,181.983,158533.0,6.0,1.0,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.591,0.445,-17.924,0.0408,0.253,9.05e-05,0.0831,0.665,69.897,204133.0,5.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.416,0.486,-18.494,0.11,0.142,2.05e-06,0.104,0.537,154.403,165400.0,3.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.575,0.295,-19.388,0.0381,0.462,0.000168,0.0424,0.516,97.905,169866.0,4.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.662,0.316,-14.131,0.0347,0.297,0.0797,0.109,0.51,79.744,472986.0,16.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.645,0.0826,-17.958,0.0579,0.679,0.00382,0.373,0.422,149.413,271893.0,9.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.64,0.751,-7.752,0.109,0.419,0.0319,0.287,0.843,110.958,184506.0,6.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.316,0.928,-5.381,0.0652,0.599,0.778,0.363,0.506,107.982,465373.0,22.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.395,0.97,-3.84,0.0492,0.278,0.46,0.234,0.651,139.35,264333.0,16.0,1.0,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.301,0.791,-7.321,0.0353,0.00746,0.00211,0.0965,0.574,176.264,391733.0,31.0,1.0,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.504,0.874,-5.687,0.0388,0.00389,0.00768,0.104,0.912,88.85,276866.0,21.0,1.0,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.642,0.633,-10.667,0.0484,0.491,3.96e-05,0.0974,0.802,102.789,165706.0,14.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.411,0.646,-11.805,0.0514,0.304,0.114,0.267,0.438,79.464,257826.0,4.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.618,0.672,-9.2,0.0858,0.594,0.0692,0.454,0.819,142.041,144600.0,5.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.567,0.36,-10.775,0.0642,0.462,0.0316,0.0981,0.489,149.964,259600.0,5.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.701,0.654,-7.904,0.0452,0.627,0.0594,0.376,0.876,130.096,200426.0,4.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.562,0.0662,-22.613,0.163,0.629,0.00233,0.0759,0.558,174.313,279400.0,6.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.274,0.739,-6.606,0.0383,0.0112,0.00549,0.393,0.368,93.22,263653.0,38.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.341,0.779,-9.239,0.0413,0.000283,0.0481,0.0918,0.66,108.32,368933.0,45.0,1.0,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.557,0.963,-5.189,0.0807,0.00133,0.00853,0.141,0.471,119.991,230693.0,18.0,1.0,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.48,0.868,-1.649,0.0306,0.0219,0.052,0.208,0.613,98.029,335253.0,0.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.268,0.767,-8.33,0.0365,0.00117,0.0379,0.143,0.44,180.159,366026.0,29.0,1.0,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.221,0.717,-5.751,0.0457,0.146,0.0247,0.101,0.65,64.501,344306.0,24.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.319,0.925,-6.991,0.0508,0.000139,0.266,0.442,0.421,100.224,229626.0,34.0,1.0,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.34,0.968,-6.619,0.482,0.025,2.59e-06,0.198,0.284,209.68,213893.0,23.0,1.0,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.34,0.763,-4.091,0.0349,0.0469,0.00427,0.104,0.797,186.23,261800.0,25.0,3.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.714,0.669,-8.956,0.0305,0.0546,0.0566,0.218,0.894,86.857,186826.0,44.0,2.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.599,0.662,-9.877,0.035,0.0411,0.0411,0.23,0.49,129.832,375160.0,0.0,1.0,False,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.683,0.717,-7.014,0.0284,0.0749,0.000438,0.279,0.885,114.802,266520.0,0.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.437,0.871,-5.869,0.0535,0.162,1.53e-05,0.107,0.64,179.188,349368.0,0.0,2.0,False,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.455,0.843,-8.837,0.0444,0.133,0.343,0.133,0.824,96.432,275920.0,10.0,2.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.689,0.62,-10.601,0.0337,0.286,1.7e-06,0.0368,0.962,110.859,285263.0,39.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.596,0.902,-8.483,0.0429,0.225,2.12e-05,0.0733,0.669,120.538,196800.0,37.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.612,0.936,-9.956,0.0465,0.21,0.494,0.0575,0.443,107.95,480149.0,32.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.509,0.881,-6.544,0.0638,0.0085,0.0181,0.186,0.684,142.041,226426.0,22.0,1.0,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.78,0.417,-10.474,0.0346,0.672,0.000287,0.0842,0.734,134.012,164173.0,39.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.551,0.65,-12.698,0.101,0.195,4.44e-05,0.153,0.562,107.611,286933.0,24.0,4.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.716,0.647,-8.118,0.0302,0.632,0.296,0.377,0.891,109.024,199253.0,27.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.442,0.469,-15.041,0.0645,0.221,0.111,0.138,0.81,181.08,250893.0,40.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.724,0.914,-5.576,0.0267,0.0251,0.0124,0.0894,0.964,125.828,246773.0,44.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.613,0.728,-11.41,0.0386,0.465,2.47e-06,0.3,0.788,104.596,177400.0,24.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.552,0.795,-5.811,0.04,0.355,5.38e-06,0.439,0.749,116.546,189026.0,29.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.428,0.409,-9.892,0.0353,0.0596,0.00584,0.346,0.492,142.297,463626.0,19.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.661,0.203,-14.555,0.0402,0.677,0.3,0.102,0.542,145.245,240693.0,13.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.735,0.355,-19.032,0.0387,0.656,0.094,0.119,0.724,93.553,318333.0,47.0,4.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.718,0.145,-16.492,0.0417,0.297,0.000944,0.0787,0.414,97.68,353866.0,22.0,2.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.484,0.467,-11.95,0.0549,0.0403,0.00118,0.0908,0.472,170.323,245653.0,6.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.723,0.219,-15.073,0.0342,0.201,0.218,0.0981,0.382,95.425,301293.0,20.0,2.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.434,0.594,-7.198,0.0564,0.186,0.0223,0.33,0.459,175.265,412893.0,35.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.378,0.707,-6.668,0.0603,0.0253,0.0709,0.34,0.393,144.858,460760.0,19.0,2.0,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.226,0.596,-3.77,0.0315,0.0243,7.44e-05,0.0742,0.485,171.171,312760.0,2.0,1.0,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.576,0.516,-6.091,0.0436,0.00144,0.00551,0.199,0.237,106.004,338306.0,45.0,1.0,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.604,0.524,-9.585,0.0619,0.671,0.0262,0.919,0.607,98.921,501573.0,0.0,1.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.567,0.965,-6.966,0.0917,0.405,0.568,0.974,0.455,94.757,319600.0,0.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.356,0.835,-8.158,0.0408,0.00043,0.00912,0.26,0.666,177.814,281720.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.433,0.94,-4.173,0.0946,0.0484,0.000168,0.116,0.779,169.497,212973.0,0.0,1.0,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.42,0.966,-2.623,0.121,0.548,0.0704,0.318,0.238,90.788,201693.0,0.0,1.0,False,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.401,0.986,-1.967,0.118,0.00102,2.96e-05,0.102,0.395,124.892,224866.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.29,0.837,-2.867,0.0383,0.0162,0.0025,0.473,0.718,150.818,189906.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.5,0.351,-13.99,0.028,0.875,0.0681,0.48,0.361,81.868,300791.0,19.0,1.0,False,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.183,0.99,-1.525,0.269,0.00886,0.000298,0.138,0.431,204.536,203800.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.371,0.988,-1.591,0.0972,0.021,0.00022,0.24,0.5,92.19,134866.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.357,0.819,-2.311,0.0599,0.179,1.38e-05,0.37,0.753,136.921,192200.0,0.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.389,0.971,-2.693,0.0936,0.000818,0.000925,0.337,0.45,95.306,330533.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.533,0.779,-3.228,0.0312,0.0857,1.59e-05,0.248,0.807,123.001,171173.0,0.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.415,0.964,-1.989,0.073,0.000913,0.0747,0.389,0.576,125.402,269760.0,0.0,1.0,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.429,0.882,-7.404,0.176,0.376,0.137,0.969,0.532,113.027,497813.0,0.0,1.0,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.371,0.492,-7.416,0.0318,0.0277,0.000269,0.329,0.543,129.211,409426.0,0.0,1.0,False,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.477,0.607,-8.33,0.0471,0.256,0.146,0.107,0.64,87.301,258799.0,41.0,2.0,False,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.738,0.411,-12.522,0.0339,0.0486,0.141,0.199,0.637,111.795,236293.0,36.0,1.0,False,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
